8194,0.7
24441,0.6
4100,0.5
22533,0.5
32774,0.55
2060,0.6
2062,0.675
8208,0.7
14354,0.8
9219,0.6
30744,0.5
28697,0.7
18458,0.6
11253,0.8
38940,0.5666666666666667
33114,0.6
12318,0.7
34848,0.5
16417,0.8
8226,0.5
36187,0.7
30756,0.6
16425,0.7
18474,0.6
27655,0.5
29189,0.5
18478,0.7
32093,0.5
36912,0.7
8242,1.0
22579,0.6
8244,0.5
10295,0.5
8248,0.5
26269,0.5
14396,0.5
27818,0.5
14398,0.5
10303,0.6
8256,0.6
18784,0.8
38328,0.7000000000000001
24646,0.8
36936,0.8
24588,0.8
74,0.5
26295,0.8
30796,0.5
14414,0.6
18512,1.0
10323,0.5
38996,0.8
22613,0.5
18518,0.6333333333333333
14392,0.5
8280,0.5
12379,0.65
18524,0.525
6237,0.5
12383,0.5416666666666667
14352,0.5
12387,0.5
6245,0.6
102,0.5
28775,0.8
26730,0.5
12395,0.5
30828,0.5
10349,0.6
24686,0.5
28783,0.6
12401,0.6
30834,0.6
12403,0.5
116,0.6
40638,0.7
2166,0.8
34937,0.6
4219,0.6000000000000001
14460,0.5
25621,0.6
14464,0.6
28138,0.7
2178,0.8
17771,0.7
18564,0.5
35125,0.7000000000000001
14470,1.0
2184,0.5
2186,0.55
35057,0.5
32908,0.5
14478,0.5
14480,0.8
36888,0.7
146,0.5
28819,0.5
20628,1.0
22680,0.8333333333333334
2202,0.8
18588,0.6
12445,0.5
19141,0.6000000000000001
35326,0.5
6306,0.5
16411,0.5
39076,0.6
30886,0.6
30888,0.7
28841,0.5
20650,0.5249999999999999
28843,0.6
12461,0.5
20654,0.5
29384,0.8
8370,1.0
18214,0.7
8372,0.5
713,0.8
26996,0.5
22714,0.5
30910,0.6
194,0.55
25291,0.5
14532,0.5
24950,0.6
198,0.6
28873,0.8
31095,0.5
22784,0.5035714285714286
12495,0.5
37072,0.8
38777,0.5
14546,0.7
10451,0.5
6356,0.7
40654,0.85
22744,0.5
17444,0.5
8911,0.5
32990,0.6
8416,0.6
34512,0.5
34378,0.65
8422,0.5
39633,0.7
12521,0.5
14571,0.8
22764,0.5
14573,0.5
18670,0.6716666666666666
12527,0.5
8432,0.75
14577,0.5
38735,0.6
23740,0.7
244,0.5
6390,1.0
30968,0.5
4345,0.8
39763,0.8
24828,0.5
35069,0.5
4351,0.7
14534,0.7
12545,0.7
39923,0.5
20742,0.5
10503,0.6
22794,0.7
37591,0.6
40428,0.5
2318,0.8
10511,0.6
18706,0.5
8468,0.6
22309,0.8
6422,0.6
22916,0.6
2330,0.6
284,0.5
18720,0.8
31011,0.7
2340,0.5
16677,0.5
33062,0.5666666666666668
35111,0.6
29496,0.775
10539,0.5
38405,1.0
18734,0.8
12591,0.8
26928,0.5
35121,0.8
39987,0.5
8500,0.7
28981,1.0
2359,0.5
14649,0.5
18746,0.6
31455,0.5
18748,0.5249999999999999
12609,0.8
36427,0.8
36235,0.5
6468,0.5
326,0.8333333333333334
14663,0.8
328,0.5285714285714286
4425,0.7
14667,0.9
18764,0.5499999999999999
32924,0.5
12559,0.7
12344,0.5
30435,0.7
20820,0.5
24918,0.6
26968,0.6
34618,0.6
346,0.6
2395,0.5
31822,0.6
30437,0.5
8544,0.7
2401,0.55
20834,0.6428571428571428
20840,0.7
24938,0.5
38631,0.6
23954,0.7
34877,0.5
20848,0.5666666666666667
16753,0.5
6514,0.5
31091,0.6
20852,0.5
8566,0.6
12663,0.8
2427,0.6
18814,0.5666666666666667
33759,0.8
22912,0.5
29057,0.5
4483,0.7
18820,0.5222222222222223
4485,0.5
12679,0.8
8584,0.8049999999999999
2443,0.8
22924,0.5
27022,0.5
12687,0.6
33168,0.8
6546,0.6
32936,0.5
27028,0.5
38110,0.5
24984,0.5
31129,0.5
4507,0.5333333333333333
39326,0.7
14751,0.55
8608,0.85
32884,0.6
8610,0.6
11675,0.7
38749,0.5
14759,0.6499999999999999
10664,0.6
23964,0.5722222222222223
12715,0.7
25004,0.7
35570,0.5
4527,0.5
8628,0.6499999999999999
19943,0.5
8632,0.6000000000000001
12729,0.6
27066,0.5
2491,0.5
26698,0.6
20926,0.7
16831,0.5
22976,0.6
37727,0.6
35267,0.6
29127,0.5
22986,0.5
6903,0.5
31181,0.5
30227,0.525
36651,0.7000000000000001
25042,0.6
25044,0.6
29141,0.8
39382,0.5
18905,0.5
10714,0.8333333333333334
2523,0.5
30421,0.5
26704,0.7
40320,0.5
28645,0.5
2535,0.6
16874,0.5
2539,0.5
10732,0.7
13394,0.6
29167,0.6
16880,0.5
12785,0.5
10738,0.5
16467,0.5
10740,0.6
31145,0.7
14841,0.55
10746,0.5
6652,0.5
34218,0.6
6654,0.6
14847,0.575
18947,0.7
18949,0.6
12807,0.75
21000,0.6
12811,0.6
29197,1.0
37293,0.5
37525,0.5
14867,0.6
10772,0.6
15790,0.6000000000000001
37457,0.85
31255,0.7
23064,0.5
31257,0.6
538,0.6
31259,0.7
6684,0.5
2589,0.5
39454,0.5
10784,0.55
