and,8647
is,1327
it,2633
as,2500
at,1630
have,1139
in,3190
said,1942
from,1233
her,3594
had,2842
to,6514
you,2612
was,3869
his,5045
that,2181
but,1395
they,1364
not,1780
with,2413
him,2383
he,4924
a,6218
on,1588
for,1659
i,1890
of,5821
she,2720
the,17213
my,1175
