Stannis,62
Khal,117
Renly,76
Ned,639
Stark,239
Robb,294
Arryn,73
Theon,64
Joffrey,155
Tyrion,544
Robert,261
Jon,676
Lysa,94
Bronn,98
Jaime,115
Varys,84
Arya,369
Viserys,95
Bran,398
Maester,234
Drogo,144
Ser,847
Sam,64
Sansa,333
Tywin,113
Eddard,117
Cersei,96
Lannister,233
Catelyn,425
Mormont,110
